viewer_id,signup_date,country,age_group,signup_quarter
8707,2023-11-11,France,46-55,2023Q4
8708,2023-09-07,India,18-25,2023Q3
8709,2023-04-04,Brazil,56+,2023Q2
8710,2023-02-04,Australia,26-35,2023Q1
8711,2023-06-11,Brazil,18-25,2023Q2
8712,2023-12-27,UK,18-25,2023Q4
8713,2023-08-02,India,56+,2023Q3
8714,2023-04-16,Australia,36-45,2023Q2
8715,2023-08-06,France,46-55,2023Q3
8716,2023-10-18,Mexico,56+,2023Q4
8717,2023-09-08,Germany,18-25,2023Q3
8718,2023-03-20,Germany,36-45,2023Q1
8719,2023-08-26,France,56+,2023Q3
8720,2023-04-07,UK,56+,2023Q2
8721,2024-01-18,Australia,56+,2024Q1
8722,2023-04-25,France,18-25,2023Q2
8723,2023-11-10,Mexico,36-45,2023Q4
8724,2023-01-06,UK,36-45,2023Q1
8725,2023-02-18,Australia,46-55,2023Q1
8726,2023-08-13,Canada,18-25,2023Q3
8727,2023-05-08,Canada,18-25,2023Q2
8728,2023-10-07,Germany,26-35,2023Q4
8729,2023-04-10,USA,26-35,2023Q2
8730,2023-03-24,France,18-25,2023Q1
8731,2023-08-27,Germany,18-25,2023Q3
8732,2023-04-13,France,46-55,2023Q2
8733,2023-09-30,Brazil,46-55,2023Q3
8734,2023-03-20,Japan,26-35,2023Q1
8735,2023-03-27,Japan,36-45,2023Q1
8736,2023-04-17,UK,36-45,2023Q2
8737,2023-08-25,India,18-25,2023Q3
8738,2023-12-18,USA,46-55,2023Q4
8739,2024-03-02,USA,36-45,2024Q1
8740,2024-02-06,Germany,46-55,2024Q1
8741,2024-02-08,UK,56+,2024Q1
8742,2023-03-13,UK,26-35,2023Q1
8743,2023-05-02,Germany,18-25,2023Q2
8744,2024-03-18,France,46-55,2024Q1
8745,2023-01-20,Australia,26-35,2023Q1
8746,2023-12-05,Germany,18-25,2023Q4
8747,2023-07-27,UK,36-45,2023Q3
8748,2023-07-16,Australia,26-35,2023Q3
8749,2023-06-24,USA,36-45,2023Q2
8750,2023-05-12,Germany,46-55,2023Q2
8751,2023-02-28,France,26-35,2023Q1
8752,2023-01-13,Germany,46-55,2023Q1
8753,2023-03-02,Japan,18-25,2023Q1
8754,2023-04-17,Germany,36-45,2023Q2
8755,2023-01-23,France,56+,2023Q1
8756,2024-01-02,Mexico,26-35,2024Q1
8757,2023-11-05,UK,36-45,2023Q4
8758,2023-09-28,USA,18-25,2023Q3
8759,2023-12-29,Mexico,56+,2023Q4
8760,2023-11-17,France,18-25,2023Q4
8761,2023-06-11,USA,36-45,2023Q2
8762,2023-12-08,USA,36-45,2023Q4
8763,2024-02-16,Australia,36-45,2024Q1
8764,2024-01-31,Japan,46-55,2024Q1
8765,2023-11-23,Japan,56+,2023Q4
8766,2023-11-08,Mexico,46-55,2023Q4
8767,2023-02-01,Japan,46-55,2023Q1
8768,2024-01-27,India,46-55,2024Q1
8769,2024-02-15,France,18-25,2024Q1
8770,2023-01-24,Japan,56+,2023Q1
8771,2024-02-25,Mexico,36-45,2024Q1
8772,2023-01-09,Mexico,26-35,2023Q1
8773,2023-06-11,Germany,26-35,2023Q2
8774,2023-08-22,USA,26-35,2023Q3
8775,2024-01-05,India,26-35,2024Q1
8776,2023-08-14,USA,56+,2023Q3
8777,2023-06-10,Brazil,56+,2023Q2
8778,2024-01-25,Mexico,26-35,2024Q1
8779,2023-10-28,UK,26-35,2023Q4
8780,2024-03-01,Japan,56+,2024Q1
8781,2024-01-01,Brazil,56+,2024Q1
8782,2023-08-04,India,26-35,2023Q3
8783,2023-12-16,Brazil,26-35,2023Q4
8784,2023-01-15,Germany,56+,2023Q1
8785,2023-06-15,UK,46-55,2023Q2
8786,2023-12-07,Brazil,36-45,2023Q4
8787,2023-01-16,Mexico,18-25,2023Q1
8788,2023-03-21,Germany,26-35,2023Q1
8789,2023-06-14,Canada,26-35,2023Q2
8790,2024-01-08,Mexico,46-55,2024Q1
8791,2023-08-21,Mexico,36-45,2023Q3
8792,2023-05-13,UK,46-55,2023Q2
8793,2023-02-04,Mexico,18-25,2023Q1
8794,2023-02-16,Mexico,56+,2023Q1
8795,2023-05-21,UK,36-45,2023Q2
8796,2024-02-09,India,26-35,2024Q1
8797,2023-03-14,Canada,56+,2023Q1
8798,2023-05-25,UK,46-55,2023Q2
8799,2023-04-24,France,46-55,2023Q2
8800,2023-05-23,Canada,18-25,2023Q2
8801,2023-12-22,USA,56+,2023Q4
8802,2024-03-29,Australia,36-45,2024Q1
8803,2023-02-15,USA,46-55,2023Q1
8804,2023-05-07,Germany,46-55,2023Q2
8805,2023-12-30,Brazil,18-25,2023Q4
8806,2024-02-08,Brazil,46-55,2024Q1
8807,2023-01-24,Mexico,46-55,2023Q1
8808,2023-04-22,Australia,36-45,2023Q2
8809,2024-03-21,Germany,18-25,2024Q1
8810,2023-03-01,Germany,46-55,2023Q1
8811,2023-02-19,USA,36-45,2023Q1
8812,2024-01-14,UK,46-55,2024Q1
8813,2023-07-25,Brazil,46-55,2023Q3
8814,2023-01-28,Brazil,46-55,2023Q1
8815,2023-02-06,USA,36-45,2023Q1
8816,2024-01-02,UK,46-55,2024Q1
8817,2023-07-25,Brazil,46-55,2023Q3
8818,2023-10-03,India,46-55,2023Q4
8819,2023-12-05,France,18-25,2023Q4
8820,2024-03-19,UK,18-25,2024Q1
8821,2023-09-19,Germany,56+,2023Q3
8822,2024-01-25,France,56+,2024Q1
8823,2024-02-16,Australia,46-55,2024Q1
8824,2023-02-03,India,26-35,2023Q1
8825,2024-03-21,Japan,26-35,2024Q1
8826,2023-12-23,Australia,56+,2023Q4
8827,2023-08-31,Australia,46-55,2023Q3
8828,2023-11-05,Germany,18-25,2023Q4
8829,2024-02-28,USA,18-25,2024Q1
8830,2023-11-13,Mexico,56+,2023Q4
8831,2023-12-08,Germany,36-45,2023Q4
8832,2024-03-01,UK,26-35,2024Q1
8833,2023-04-27,Japan,18-25,2023Q2
8834,2023-07-03,Canada,36-45,2023Q3
8835,2023-02-16,Germany,36-45,2023Q1
8836,2023-01-30,France,46-55,2023Q1
8837,2023-01-25,Canada,18-25,2023Q1
8838,2023-01-06,Brazil,46-55,2023Q1
8839,2024-03-01,USA,46-55,2024Q1
8840,2023-05-14,France,46-55,2023Q2
8841,2023-07-23,USA,36-45,2023Q3
8842,2023-09-15,USA,56+,2023Q3
8843,2023-12-11,Japan,56+,2023Q4
8844,2024-03-26,France,56+,2024Q1
8845,2023-08-17,Brazil,46-55,2023Q3
8846,2023-08-15,Japan,18-25,2023Q3
8847,2023-04-17,Germany,36-45,2023Q2
8848,2023-08-14,Germany,46-55,2023Q3
8849,2023-02-01,Brazil,46-55,2023Q1
8850,2023-03-22,Brazil,56+,2023Q1
8851,2023-03-13,France,18-25,2023Q1
8852,2023-10-18,USA,56+,2023Q4
8853,2023-10-10,Japan,26-35,2023Q4
8854,2023-11-19,Brazil,36-45,2023Q4
8855,2023-04-08,Mexico,26-35,2023Q2
8856,2023-08-29,Australia,56+,2023Q3
8857,2023-11-22,France,26-35,2023Q4
8858,2023-12-31,Germany,56+,2023Q4
8859,2023-07-17,India,46-55,2023Q3
8860,2024-02-27,France,18-25,2024Q1
8861,2023-09-25,Japan,56+,2023Q3
8862,2023-10-03,Germany,56+,2023Q4
8863,2023-06-05,Canada,46-55,2023Q2
8864,2023-10-31,France,56+,2023Q4
8865,2023-09-05,Germany,26-35,2023Q3
8866,2024-01-26,India,46-55,2024Q1
8867,2023-03-19,France,36-45,2023Q1
8868,2024-01-06,UK,56+,2024Q1
8869,2023-06-25,USA,36-45,2023Q2
8870,2023-04-15,Brazil,36-45,2023Q2
8871,2023-11-12,Mexico,46-55,2023Q4
8872,2023-05-20,UK,36-45,2023Q2
8873,2023-05-17,Brazil,46-55,2023Q2
8874,2024-01-14,Japan,46-55,2024Q1
8875,2023-03-14,Japan,56+,2023Q1
8876,2023-09-11,Japan,46-55,2023Q3
8877,2023-03-31,UK,26-35,2023Q1
8878,2023-03-19,India,46-55,2023Q1
8879,2024-02-23,Australia,36-45,2024Q1
8880,2023-01-25,Japan,46-55,2023Q1
8881,2023-11-07,Australia,46-55,2023Q4
8882,2023-04-25,Mexico,18-25,2023Q2
8883,2023-04-17,Brazil,46-55,2023Q2
8884,2023-09-13,India,56+,2023Q3
8885,2023-01-18,USA,56+,2023Q1
8886,2023-06-18,Japan,36-45,2023Q2
8887,2023-05-26,Japan,18-25,2023Q2
8888,2023-03-12,USA,26-35,2023Q1
8889,2023-10-17,Australia,46-55,2023Q4
8890,2023-11-25,France,46-55,2023Q4
8891,2023-05-28,France,26-35,2023Q2
8892,2023-05-15,India,26-35,2023Q2
8893,2023-12-29,Brazil,36-45,2023Q4
8894,2024-03-08,USA,56+,2024Q1
8895,2023-07-18,Germany,26-35,2023Q3
8896,2023-08-21,India,36-45,2023Q3
8897,2023-09-27,USA,18-25,2023Q3
8898,2023-12-31,Germany,56+,2023Q4
8899,2023-12-04,France,26-35,2023Q4
8900,2023-09-11,Canada,46-55,2023Q3
8901,2023-07-18,France,18-25,2023Q3
8902,2023-07-08,Brazil,26-35,2023Q3
8903,2023-06-14,Brazil,46-55,2023Q2
8904,2023-07-13,France,26-35,2023Q3
8905,2024-02-17,Mexico,56+,2024Q1
8906,2023-03-25,Germany,26-35,2023Q1
8907,2023-09-17,Japan,26-35,2023Q3
8908,2023-09-12,France,56+,2023Q3
8909,2023-05-18,India,36-45,2023Q2
8910,2023-01-17,Mexico,56+,2023Q1
8911,2024-03-28,Mexico,46-55,2024Q1
8912,2024-02-26,France,56+,2024Q1
8913,2023-04-24,Germany,26-35,2023Q2
8914,2023-07-11,UK,56+,2023Q3
8915,2023-02-11,UK,36-45,2023Q1
8916,2024-02-17,UK,18-25,2024Q1
8917,2023-07-14,Australia,26-35,2023Q3
8918,2023-02-08,Australia,46-55,2023Q1
8919,2023-03-25,Mexico,46-55,2023Q1
8920,2023-12-10,Mexico,36-45,2023Q4
8921,2023-05-11,France,56+,2023Q2
8922,2023-06-20,Germany,18-25,2023Q2
8923,2023-09-25,UK,36-45,2023Q3
8924,2023-03-06,UK,26-35,2023Q1
8925,2023-02-10,USA,18-25,2023Q1
8926,2023-07-26,USA,18-25,2023Q3
8927,2023-01-09,Germany,18-25,2023Q1
8928,2023-08-10,Brazil,56+,2023Q3
8929,2023-08-26,USA,56+,2023Q3
8930,2023-04-10,Canada,36-45,2023Q2
8931,2024-01-14,Germany,36-45,2024Q1
8932,2023-10-01,UK,46-55,2023Q4
8933,2023-08-10,Australia,18-25,2023Q3
8934,2023-04-15,India,36-45,2023Q2
8935,2023-03-28,UK,56+,2023Q1
8936,2023-07-07,USA,18-25,2023Q3
8937,2024-01-17,Germany,18-25,2024Q1
8938,2023-08-26,France,36-45,2023Q3
8939,2023-04-02,India,18-25,2023Q2
8940,2023-07-20,USA,18-25,2023Q3
8941,2023-04-26,Germany,26-35,2023Q2
8942,2023-03-05,Canada,26-35,2023Q1
8943,2023-02-02,France,56+,2023Q1
8944,2024-03-29,Canada,26-35,2024Q1
8945,2023-01-24,France,56+,2023Q1
8946,2023-01-06,Brazil,36-45,2023Q1
8947,2023-03-30,France,26-35,2023Q1
8948,2023-12-20,Japan,18-25,2023Q4
8949,2023-12-09,Mexico,18-25,2023Q4
8950,2023-12-10,Canada,26-35,2023Q4
8951,2023-11-11,Germany,46-55,2023Q4
8952,2023-06-28,Mexico,46-55,2023Q2
8953,2023-06-24,Mexico,46-55,2023Q2
8954,2023-02-12,USA,56+,2023Q1
8955,2023-01-24,Germany,26-35,2023Q1
8956,2024-03-26,Germany,46-55,2024Q1
8957,2023-01-23,Australia,36-45,2023Q1
8958,2023-05-05,Mexico,18-25,2023Q2
8959,2024-01-14,France,46-55,2024Q1
8960,2023-03-26,India,56+,2023Q1
8961,2023-10-17,India,18-25,2023Q4
8962,2024-01-09,USA,26-35,2024Q1
8963,2024-03-08,Australia,46-55,2024Q1
8964,2024-01-03,Brazil,26-35,2024Q1
8965,2024-01-19,Australia,26-35,2024Q1
8966,2023-07-27,Canada,56+,2023Q3
8967,2023-02-14,Germany,26-35,2023Q1
8968,2023-01-06,UK,36-45,2023Q1
8969,2023-10-24,India,56+,2023Q4
8970,2023-06-20,Brazil,18-25,2023Q2
8971,2023-08-10,India,36-45,2023Q3
8972,2023-08-25,France,46-55,2023Q3
8973,2023-05-28,UK,56+,2023Q2
8974,2023-12-08,Germany,18-25,2023Q4
8975,2023-01-19,India,36-45,2023Q1
8976,2023-07-17,Brazil,26-35,2023Q3
8977,2023-12-21,Brazil,36-45,2023Q4
8978,2023-08-16,Germany,36-45,2023Q3
8979,2023-03-06,Germany,56+,2023Q1
8980,2023-10-12,USA,36-45,2023Q4
8981,2023-08-06,UK,56+,2023Q3
8982,2024-01-31,Australia,36-45,2024Q1
8983,2023-09-29,Germany,36-45,2023Q3
8984,2023-12-10,Canada,36-45,2023Q4
8985,2023-07-18,Germany,26-35,2023Q3
8986,2023-10-29,Germany,56+,2023Q4
8987,2023-11-16,Germany,26-35,2023Q4
8988,2023-12-13,India,18-25,2023Q4
8989,2023-09-21,Mexico,26-35,2023Q3
8990,2023-12-06,France,36-45,2023Q4
8991,2024-01-16,Mexico,36-45,2024Q1
8992,2023-06-28,UK,26-35,2023Q2
8993,2023-10-21,France,56+,2023Q4
8994,2023-12-03,USA,56+,2023Q4
8995,2023-08-02,Mexico,18-25,2023Q3
8996,2023-08-28,UK,18-25,2023Q3
8997,2023-06-23,USA,36-45,2023Q2
8998,2023-08-18,Brazil,56+,2023Q3
8999,2023-04-28,Japan,36-45,2023Q2
9000,2023-01-07,Germany,36-45,2023Q1
9001,2023-02-16,France,46-55,2023Q1
9002,2023-12-05,Canada,36-45,2023Q4
9003,2024-02-13,Germany,26-35,2024Q1
9004,2023-04-21,Mexico,46-55,2023Q2
9005,2023-10-01,Japan,36-45,2023Q4
9006,2024-02-10,UK,56+,2024Q1
9007,2023-10-13,India,26-35,2023Q4
9008,2024-03-13,Brazil,56+,2024Q1
9009,2023-12-10,Mexico,36-45,2023Q4
9010,2023-06-13,Canada,36-45,2023Q2
9011,2023-04-07,UK,56+,2023Q2
9012,2023-03-31,Australia,36-45,2023Q1
9013,2023-12-06,Australia,18-25,2023Q4
9014,2024-02-01,Brazil,56+,2024Q1
9015,2023-06-27,USA,56+,2023Q2
9016,2023-05-11,Japan,26-35,2023Q2
9017,2023-02-23,India,26-35,2023Q1
9018,2023-11-15,Japan,46-55,2023Q4
9019,2023-10-20,India,26-35,2023Q4
9020,2024-03-16,Brazil,26-35,2024Q1
9021,2023-11-03,UK,36-45,2023Q4
9022,2023-08-29,Germany,36-45,2023Q3
9023,2023-06-05,France,36-45,2023Q2
9024,2024-02-28,Mexico,56+,2024Q1
9025,2024-01-06,UK,36-45,2024Q1
9026,2023-10-20,Canada,26-35,2023Q4
9027,2024-02-06,UK,36-45,2024Q1
9028,2023-11-06,USA,26-35,2023Q4
9029,2023-09-20,Canada,18-25,2023Q3
9030,2023-05-18,UK,26-35,2023Q2
9031,2023-11-15,Brazil,56+,2023Q4
9032,2023-06-27,Canada,56+,2023Q2
9033,2023-05-16,UK,46-55,2023Q2
9034,2023-06-25,Brazil,46-55,2023Q2
9035,2024-03-16,Canada,26-35,2024Q1
9036,2024-03-03,India,46-55,2024Q1
9037,2023-11-18,Germany,56+,2023Q4
9038,2024-02-26,USA,46-55,2024Q1
9039,2023-04-21,UK,26-35,2023Q2
9040,2023-03-28,Brazil,18-25,2023Q1
9041,2023-02-12,India,56+,2023Q1
9042,2023-06-13,India,26-35,2023Q2
9043,2023-12-07,Germany,36-45,2023Q4
9044,2023-05-15,Germany,56+,2023Q2
9045,2024-01-28,Germany,56+,2024Q1
9046,2024-01-24,Mexico,18-25,2024Q1
9047,2024-01-04,USA,36-45,2024Q1
9048,2023-02-12,France,18-25,2023Q1
9049,2023-08-30,UK,46-55,2023Q3
9050,2023-06-10,Mexico,56+,2023Q2
9051,2023-01-22,Germany,56+,2023Q1
9052,2023-07-20,Mexico,18-25,2023Q3
9053,2023-12-14,India,36-45,2023Q4
9054,2023-12-11,Japan,36-45,2023Q4
9055,2023-01-21,India,36-45,2023Q1
9056,2024-03-04,UK,56+,2024Q1
9057,2023-06-15,UK,56+,2023Q2
9058,2023-11-26,Australia,56+,2023Q4
9059,2024-01-12,USA,56+,2024Q1
9060,2023-05-07,Australia,56+,2023Q2
9061,2023-08-04,France,36-45,2023Q3
9062,2023-09-05,Germany,46-55,2023Q3
9063,2023-08-04,Mexico,56+,2023Q3
9064,2023-06-02,Brazil,26-35,2023Q2
9065,2023-09-17,India,36-45,2023Q3
9066,2023-01-18,USA,56+,2023Q1
9067,2023-08-22,Mexico,56+,2023Q3
9068,2023-06-26,Mexico,46-55,2023Q2
9069,2023-06-24,USA,46-55,2023Q2
9070,2023-05-19,India,36-45,2023Q2
9071,2023-12-17,Brazil,46-55,2023Q4
9072,2023-09-25,Mexico,26-35,2023Q3
9073,2024-01-19,USA,56+,2024Q1
9074,2023-09-23,USA,56+,2023Q3
9075,2023-06-11,UK,56+,2023Q2
9076,2023-06-19,Brazil,46-55,2023Q2
9077,2023-03-21,Brazil,18-25,2023Q1
9078,2023-02-13,Australia,18-25,2023Q1
9079,2023-01-28,India,56+,2023Q1
9080,2023-11-22,Japan,46-55,2023Q4
9081,2024-03-02,USA,46-55,2024Q1
9082,2023-05-13,France,36-45,2023Q2
9083,2023-03-29,Australia,18-25,2023Q1
9084,2023-01-22,Australia,56+,2023Q1
9085,2023-11-16,Germany,18-25,2023Q4
9086,2023-10-03,Japan,36-45,2023Q4
9087,2024-01-09,Brazil,46-55,2024Q1
9088,2023-10-14,USA,26-35,2023Q4
9089,2023-03-22,Canada,36-45,2023Q1
9090,2023-02-21,Canada,46-55,2023Q1
9091,2023-06-14,Germany,26-35,2023Q2
9092,2023-10-14,Mexico,36-45,2023Q4
9093,2023-08-27,Germany,46-55,2023Q3
9094,2024-03-26,Japan,18-25,2024Q1
9095,2023-11-14,Japan,46-55,2023Q4
9096,2023-07-16,France,46-55,2023Q3
9097,2023-06-08,Canada,18-25,2023Q2
9098,2023-04-28,Germany,56+,2023Q2
9099,2023-11-28,India,56+,2023Q4
9100,2023-06-21,Brazil,18-25,2023Q2
9101,2023-02-11,Japan,26-35,2023Q1
9102,2023-07-19,UK,18-25,2023Q3
9103,2023-06-11,France,36-45,2023Q2
9104,2023-11-08,Brazil,56+,2023Q4
9105,2024-03-04,Brazil,18-25,2024Q1
9106,2023-11-17,India,46-55,2023Q4
9107,2023-08-01,Germany,26-35,2023Q3
9108,2023-09-30,Mexico,46-55,2023Q3
9109,2023-10-12,Australia,46-55,2023Q4
9110,2023-06-10,France,18-25,2023Q2
9111,2023-02-02,India,36-45,2023Q1
9112,2023-07-02,Mexico,26-35,2023Q3
9113,2023-10-23,Australia,18-25,2023Q4
9114,2023-07-28,Mexico,46-55,2023Q3
9115,2023-06-26,Australia,26-35,2023Q2
9116,2023-10-23,France,26-35,2023Q4
9117,2023-01-16,Mexico,36-45,2023Q1
9118,2023-08-10,Brazil,46-55,2023Q3
9119,2023-01-22,Australia,18-25,2023Q1
9120,2024-01-14,Germany,36-45,2024Q1
9121,2023-01-01,UK,26-35,2023Q1
9122,2024-03-02,France,26-35,2024Q1
9123,2023-03-17,Japan,26-35,2023Q1
9124,2023-11-13,Germany,36-45,2023Q4
9125,2023-08-09,USA,56+,2023Q3
9126,2023-06-10,Brazil,18-25,2023Q2
9127,2023-07-12,Japan,18-25,2023Q3
9128,2023-04-25,UK,56+,2023Q2
9129,2023-04-16,Mexico,36-45,2023Q2
9130,2023-09-01,Australia,56+,2023Q3
9131,2024-02-01,Mexico,26-35,2024Q1
9132,2024-02-12,France,36-45,2024Q1
9133,2024-01-15,USA,56+,2024Q1
9134,2024-02-12,Australia,18-25,2024Q1
9135,2023-09-18,UK,36-45,2023Q3
9136,2023-05-10,Japan,18-25,2023Q2
9137,2024-01-27,USA,56+,2024Q1
9138,2024-02-25,Australia,18-25,2024Q1
9139,2023-02-16,India,56+,2023Q1
9140,2023-11-18,Japan,26-35,2023Q4
9141,2024-03-29,Germany,46-55,2024Q1
9142,2024-01-19,Canada,18-25,2024Q1
9143,2023-12-12,USA,46-55,2023Q4
9144,2024-01-13,UK,18-25,2024Q1
9145,2023-09-29,France,46-55,2023Q3
9146,2024-03-23,Germany,46-55,2024Q1
9147,2024-02-13,Japan,18-25,2024Q1
9148,2024-03-22,Canada,18-25,2024Q1
9149,2023-03-01,Brazil,46-55,2023Q1
9150,2023-11-25,India,18-25,2023Q4
9151,2023-11-20,Canada,18-25,2023Q4
9152,2024-03-11,Canada,26-35,2024Q1
9153,2023-04-27,Brazil,46-55,2023Q2
9154,2023-05-09,Mexico,18-25,2023Q2
9155,2023-02-04,France,18-25,2023Q1
9156,2023-12-03,Germany,36-45,2023Q4
9157,2024-03-07,Mexico,46-55,2024Q1
9158,2023-06-27,Canada,46-55,2023Q2
9159,2023-03-01,Japan,36-45,2023Q1
9160,2024-02-13,India,18-25,2024Q1
9161,2023-01-09,Germany,36-45,2023Q1
9162,2023-12-24,Canada,56+,2023Q4
9163,2023-03-27,Brazil,18-25,2023Q1
9164,2023-03-28,USA,46-55,2023Q1
9165,2023-12-30,Australia,46-55,2023Q4
9166,2023-01-03,Mexico,46-55,2023Q1
9167,2023-09-17,Canada,56+,2023Q3
9168,2023-07-28,USA,26-35,2023Q3
9169,2023-07-02,USA,18-25,2023Q3
9170,2023-12-24,France,18-25,2023Q4
9171,2023-12-08,India,26-35,2023Q4
9172,2023-11-30,Germany,18-25,2023Q4
9173,2023-08-19,Brazil,26-35,2023Q3
9174,2023-10-10,France,36-45,2023Q4
9175,2023-01-22,Brazil,36-45,2023Q1
9176,2024-03-27,France,36-45,2024Q1
9177,2023-06-24,Mexico,56+,2023Q2
9178,2023-09-28,Australia,56+,2023Q3
9179,2024-02-07,France,26-35,2024Q1
9180,2023-04-23,UK,46-55,2023Q2
9181,2024-01-07,India,46-55,2024Q1
9182,2023-03-24,India,36-45,2023Q1
9183,2023-09-29,Canada,36-45,2023Q3
9184,2023-12-16,Canada,26-35,2023Q4
9185,2023-11-12,Brazil,56+,2023Q4
9186,2023-02-06,Brazil,56+,2023Q1
9187,2024-02-10,France,56+,2024Q1
9188,2023-02-01,France,46-55,2023Q1
9189,2024-02-25,Mexico,46-55,2024Q1
9190,2023-10-01,Canada,18-25,2023Q4
9191,2023-12-19,Germany,36-45,2023Q4
9192,2023-04-09,Mexico,46-55,2023Q2
9193,2023-10-23,Australia,56+,2023Q4
9194,2023-11-18,France,56+,2023Q4
9195,2024-01-13,UK,26-35,2024Q1
9196,2024-01-03,USA,46-55,2024Q1
9197,2024-03-22,Australia,46-55,2024Q1
9198,2023-07-10,Canada,26-35,2023Q3
9199,2023-05-05,Australia,18-25,2023Q2
9200,2024-02-23,Canada,36-45,2024Q1
9201,2023-02-18,UK,26-35,2023Q1
9202,2023-05-30,Germany,36-45,2023Q2
9203,2023-12-31,Canada,56+,2023Q4
9204,2024-01-12,USA,36-45,2024Q1
9205,2023-07-22,Brazil,56+,2023Q3
9206,2023-01-06,Canada,36-45,2023Q1
9207,2024-03-11,Mexico,46-55,2024Q1
9208,2023-12-02,Brazil,56+,2023Q4
9209,2023-05-16,India,46-55,2023Q2
9210,2023-07-09,Brazil,46-55,2023Q3
9211,2023-12-14,India,26-35,2023Q4
9212,2023-06-28,India,18-25,2023Q2
9213,2023-02-15,India,46-55,2023Q1
9214,2024-02-29,Germany,46-55,2024Q1
9215,2023-05-03,India,26-35,2023Q2
9216,2024-01-28,Canada,26-35,2024Q1
9217,2023-06-03,Canada,18-25,2023Q2
9218,2024-02-15,Canada,26-35,2024Q1
9219,2024-02-29,Japan,46-55,2024Q1
9220,2023-07-03,Japan,56+,2023Q3
9221,2023-05-02,Australia,46-55,2023Q2
9222,2024-01-20,Canada,26-35,2024Q1
9223,2023-03-29,India,26-35,2023Q1
9224,2023-10-05,Japan,46-55,2023Q4
9225,2023-12-10,Australia,36-45,2023Q4
9226,2024-02-08,USA,46-55,2024Q1
9227,2023-11-28,UK,18-25,2023Q4
9228,2023-01-05,France,26-35,2023Q1
9229,2024-01-06,Mexico,36-45,2024Q1
9230,2023-12-23,Japan,46-55,2023Q4
9231,2024-03-25,Mexico,36-45,2024Q1
9232,2024-03-09,Mexico,46-55,2024Q1
9233,2024-01-23,Germany,26-35,2024Q1
9234,2023-05-25,France,56+,2023Q2
9235,2023-09-12,France,46-55,2023Q3
9236,2023-11-10,India,46-55,2023Q4
9237,2023-10-23,USA,26-35,2023Q4
9238,2023-09-12,USA,56+,2023Q3
9239,2024-01-25,India,46-55,2024Q1
9240,2023-07-31,Australia,46-55,2023Q3
9241,2024-03-15,Canada,36-45,2024Q1
9242,2023-11-02,France,18-25,2023Q4
9243,2023-10-26,Canada,36-45,2023Q4
9244,2023-04-06,USA,36-45,2023Q2
9245,2023-10-22,India,18-25,2023Q4
9246,2023-02-01,Canada,56+,2023Q1
9247,2023-07-28,Australia,26-35,2023Q3
9248,2023-07-15,Brazil,46-55,2023Q3
9249,2023-03-03,Germany,36-45,2023Q1
9250,2024-02-27,Brazil,18-25,2024Q1
9251,2023-04-17,Japan,18-25,2023Q2
9252,2023-04-30,Australia,18-25,2023Q2
9253,2023-05-08,India,26-35,2023Q2
9254,2023-03-21,UK,26-35,2023Q1
9255,2023-05-30,Canada,56+,2023Q2
9256,2023-07-10,Brazil,18-25,2023Q3
9257,2023-09-16,USA,56+,2023Q3
9258,2023-11-17,USA,56+,2023Q4
9259,2023-07-22,USA,46-55,2023Q3
9260,2024-01-07,Brazil,26-35,2024Q1
9261,2023-02-17,Brazil,56+,2023Q1
9262,2023-10-06,Germany,36-45,2023Q4
9263,2023-08-15,Mexico,18-25,2023Q3
9264,2023-08-02,Canada,36-45,2023Q3
9265,2023-03-09,UK,36-45,2023Q1
9266,2023-07-29,France,46-55,2023Q3
9267,2023-08-12,USA,56+,2023Q3
9268,2023-08-08,Japan,18-25,2023Q3
9269,2024-02-20,UK,56+,2024Q1
9270,2023-02-23,Germany,18-25,2023Q1
9271,2023-03-28,Mexico,56+,2023Q1
9272,2023-06-10,Japan,46-55,2023Q2
9273,2023-02-27,Canada,26-35,2023Q1
9274,2024-01-21,India,36-45,2024Q1
9275,2023-12-10,Germany,56+,2023Q4
9276,2024-02-03,Germany,26-35,2024Q1
9277,2023-12-31,Canada,56+,2023Q4
9278,2023-06-20,France,36-45,2023Q2
9279,2024-02-11,Germany,46-55,2024Q1
9280,2024-01-08,Australia,26-35,2024Q1
9281,2024-02-24,India,46-55,2024Q1
9282,2023-10-28,UK,46-55,2023Q4
9283,2023-06-26,Germany,26-35,2023Q2
9284,2023-06-06,Brazil,36-45,2023Q2
9285,2024-02-20,India,18-25,2024Q1
9286,2024-01-19,UK,36-45,2024Q1
9287,2023-05-19,Japan,46-55,2023Q2
9288,2023-05-06,UK,56+,2023Q2
9289,2024-01-31,France,56+,2024Q1
9290,2023-08-21,Mexico,18-25,2023Q3
9291,2023-04-28,Australia,18-25,2023Q2
9292,2023-12-30,France,36-45,2023Q4
9293,2023-08-17,Japan,56+,2023Q3
9294,2023-10-09,Canada,26-35,2023Q4
9295,2023-11-19,Australia,56+,2023Q4
9296,2024-01-26,Canada,56+,2024Q1
9297,2023-07-15,Japan,26-35,2023Q3
9298,2023-06-05,Canada,18-25,2023Q2
9299,2024-01-27,Mexico,18-25,2024Q1
9300,2023-11-30,Brazil,26-35,2023Q4
9301,2024-01-26,Japan,26-35,2024Q1
9302,2023-09-25,Germany,26-35,2023Q3
9303,2024-02-08,Japan,18-25,2024Q1
